line,syllable,label
165,gis,long
165,the,short
165,non,long
165,est,
165,poe,long
165,na,short
165,sic,long
165,na,
165,to,long
165,mo,short
165,ri,
166,tu,
166,nos,long
166,pe,short
166,ri,long
166,cli,
166,so,short
166,ci,short
166,a,short
166,tu,long
166,le,
166,da,long
166,sa,short
166,ta,
167,co,short
167,mi,short
167,ta,long
167,re,short
167,tan,long
167,tum,
167,san,long
167,gvi,short
167,nem,long
167,red,
167,det,long
167,ti,short
167,bi,
168,ig,
168,na,long
168,vus,short
168,is,long
168,te,
168,duc,long
168,tor,short
168,ac,long
168,for,
168,tis,long
168,pa,short
168,ter,
169,sed,
169,qvid,long
169,tre,short
169,men,long
169,tis,
169,cir,long
169,cu,short
169,it,long
169,pal,
169,lor,long
169,ge,short
169,nas,
170,ja,
170,cen,long
170,sq,short
170,vul,long
170,tu,
170,lan,long
170,gvi,short
170,do,elision
170,op,long
170,tu,
170,tus,long
170,stu,short
170,pet,
171,a,
171,mor,long
171,ju,short
171,ga,long
171,lis,
171,vin,long
171,cit,short
171,ac,long
171,flec,
171,tit,long
171,re,short
171,tro,
172,a,
172,bi,long
172,re,short
172,sed,long
172,nunc,
172,cas,long
172,ta,short
172,re,short
172,pe,short
172,ta,
172,tur,long
172,fi,short
172,des,
173,nam,
173,se,long
173,ra,short
173,num,long
173,qvam,elision
173,est,
173,ad,long
173,bo,short
173,nos,long
173,mo,
173,res,long
173,vi,short
173,a,
174,qvem,
174,pae,long
174,ni,short
174,tet,long
174,pec,
174,cas,long
174,se,short
174,pae,long
174,ne,elision
174,est,
174,in,long
174,no,short
174,cens,
175,qvo,
175,ra,short
175,pe,short
175,ris,short
175,a,long
175,mens,
175,cre,long
175,dis,short
175,aut,long
175,spe,
175,ras,long
175,ti,short
175,bi,
176,a,short
176,ga,short
176,mem,long
176,no,short
176,nis,long
176,fi,
176,de,long
176,le,short
176,con,long
176,ju,short
176,gi,short
176,um,elision
176,ut,long
176,ni,short
176,hil,
177,su,
177,bes,long
177,set,short
177,a,short
177,ni,short
177,mo,
177,qvod,long
177,gra,short
177,ves,long
177,fa,short
177,ce,short
177,ret,long
177,me,short
177,tus,
178,ta,
178,men,long
178,su,short
178,per,long
178,ba,elision
178,et,
178,im,long
178,po,short
178,tens,long
178,fla,
178,tu,long
178,ni,short
178,mis,
179,for,
179,tu,long
179,na,short
179,mag,long
179,no,
179,spi,long
179,ri,short
179,tus,long
179,tu,short
179,mi,short
179,dos,long
179,da,short
179,ret,
180,tro,
180,jam,elision
180,ad,long
180,di,short
180,dis,long
180,se,
180,rex,long
180,my,short
180,ce,long
180,na,
180,rum,long
180,fu,short
180,it,
181,ve,short
181,ni,short
181,et,long
181,ty,short
181,ran,long
181,nus,
181,pros,long
181,pe,short
181,ra,elision
181,a,short
181,ni,short
181,mos,
181,ef,long
181,fe,short
181,runt,
182,ef,
182,fu,long
182,sa,short
182,cir,long
182,ca,
182,pae,long
182,li,short
182,cum,long
182,qvan,
182,to,long
182,ve,short
182,nit,
183,tur,
183,ba,elision
183,ap,long
183,pa,short
183,ra,long
183,tu,
183,so,long
183,la,short
183,sed,long
183,tur,
183,ba,elision
183,e,long
183,mi,short
183,net,
184,te,
184,net,long
184,qve,short
184,re,long
184,gem,
184,fa,short
184,mu,short
184,la,short
184,ve,long
184,ri,short
184,di,short
184,ci,long
184,dei,short
185,fe,
185,res,long
185,ne,short
185,tha,short
185,la,short
185,mi,
185,vic,long
185,ta,short
185,con,long
185,sor,
185,tem,long
185,tu,short
185,i,
186,at,
186,il,long
186,la,short
186,no,long
186,let,
186,ul,long
186,ti,short
186,mum,elision
186,est,long
186,nup,
186,tae,long
186,ma,short
186,lum,
187,pa,
187,lam,long
187,ma,short
187,ri,long
187,tam,
187,pos,long
187,si,short
187,dens,long
187,pae,long
187,lex,long
187,do,short
187,mum,
188,nec,
188,reg,long
188,na,short
188,so,short
188,ci,short
188,um,
188,fer,long
188,re,short
188,nec,long
188,tae,long
188,dae,long
188,sci,short
188,unt,
189,ae,long
189,gis,long
189,the,short
189,qvid,long
189,me,
189,rur,long
189,sus,short
189,in,long
189,prae,long
189,ceps,long
189,a,short
189,gis,
190,i,
190,ram,long
190,qve,short
190,flam,long
190,mis,
190,jam,long
190,re,short
190,si,long
190,den,
190,tem,elision
190,in,long
190,ci,short
190,tas,
191,per,
191,mi,long
191,sit,short
191,a,short
191,liq,short
191,vid,
191,vic,long
191,tor,short
191,in,long
191,cap,
191,tam,long
191,si,short
191,bi,
192,nec,
192,con,long
192,ju,short
192,gem,elision
192,hoc,long
192,res,
192,pi,short
192,ce,short
192,re,short
192,nec,long
192,do,short
192,mi,short
192,nam,long
192,de,short
192,cet,
193,lex,
193,a,short
193,li,short
193,a,short
193,so,short
193,li,short
193,o,elision
193,est,
193,a,short
193,li,short
193,a,short
193,pri,long
193,va,
193,to,elision
193,in,long
193,to,short
193,ro,
194,qvid,
194,qvod,long
194,se,short
194,ve,long
194,ras,
194,fer,long
194,re,short
194,me,long
194,le,
194,ges,long
194,vi,short
194,ro,
195,non,
195,pa,short
195,ti,short
195,tur,short
195,a,short
195,ni,short
195,mus,
195,tur,long
195,pis,short
195,ad,long
195,mis,
195,si,long
195,me,short
195,mor,
196,i,
196,ta,elision
196,est,long
196,pa,short
196,cis,long
196,ci,
196,mu,long
196,tu,short
196,am,long
196,ve,short
196,ni,short
196,am,long
196,li,short
196,cet,
197,ig,
197,no,long
197,ta,short
197,ti,short
197,bi,short
197,sunt,
197,ju,long
197,ra,short
197,reg,long
197,no,
197,rum,elision
197,aut,long
197,no,short
197,va,
198,no,
198,bis,long
198,ma,short
198,lig,long
198,ni,
198,ju,long
198,di,short
198,ces,long
198,aeq,long
198,vi,long
198,si,short
198,bi,
199,id,
199,es,long
199,se,short
199,reg,long
199,ni,
199,ma,long
199,xi,short
199,mum,long
199,pig,
199,nus,long
199,pu,short
199,tant,
200,si,
200,qvid,long
200,qvid,short
200,a,short
200,li,short
200,is,
200,non,long
200,li,short
200,cet,long
200,so,
200,lis,long
200,li,short
200,cet,
201,ig,
201,no,long
201,vit,short
201,he,short
201,le,short
201,nae,long
201,jun,long
201,cta,short
201,me,short
201,ne,short
201,la,
201,o,long
201,re,short
201,dit,
202,qvae,elision
202,eu,short
202,ro,short
202,pam,long
202,et,short
202,a,short
202,si,short
202,am,
202,pa,short
202,ri,short
202,bus,short
202,af,long
202,fli,
202,xit,long
202,ma,short
202,lis,
203,sed,
203,nul,long
203,la,elision
203,a,short
203,tri,long
203,den,
203,ve,short
203,ne,short
203,re,short
203,fur,long
203,ti,
203,va,elision
203,ab,long
203,stu,short
203,lit,
204,nec,
204,ce,long
204,pit,short
204,a,short
204,ni,short
204,mum,
204,con,long
204,ju,short
204,gi,elision
204,ob,long
204,stric,
204,tum,long
204,su,short
204,ae,long
205,jam,
205,cri,long
205,men,short
205,il,long
205,le,
205,qvae,long
205,rit,short
205,et,long
205,cau,long
205,sas,long
205,pa,short
205,rat,
206,nil,
206,es,long
206,se,short
206,cre,long
206,de,
206,tur,long
206,pe,short
206,com,long
206,mis,
206,sum,long
206,ti,short
206,bi,
207,qvid,short
207,ho,short
207,nes,long
207,ta,short
207,pro,long
207,dest,
207,vi,long
207,ta,short
207,fla,long
207,gi,short
207,ti,short
207,o,long
207,va,short
207,cans,
208,u,short
208,bi,short
208,do,short
208,mi,short
208,nus,short
208,o,long
208,dit,
208,fit,long
208,no,short
208,cens,long
208,non,
208,qvae,long
208,ri,short
208,tur,
209,spar,
209,ten,long
209,ne,short
209,re,short
209,pe,short
209,tes,
209,spre,long
209,ta,elision
209,et,short
209,eu,short
209,ro,short
209,tan,
209,tu,short
209,um,
210,pa,short
210,tri,short
210,as,long
210,qve,short
210,se,long
210,des,
210,pro,short
210,fu,short
210,ga,short
210,non,long
210,dant,
210,ex,long
210,i,short
210,tum,
211,de,
211,lic,long
211,ta,short
211,no,long
211,vit,
211,ne,long
211,mo,short
211,ni,short
211,si,short
211,fi,
211,dus,long
211,me,short
211,a,
212,non,
212,in,long
212,trat,short
212,um,long
212,qvam,
212,re,long
212,gi,short
212,um,long
212,li,
212,men,long
212,fi,short
212,des,
213,pre,short
213,ti,short
213,o,long
213,pa,short
213,ra,long
213,ta,
213,vin,long
213,ci,short
213,tur,long
213,pre,short
213,ti,short
213,o,long
213,fi,short
213,des,
214,sur,
214,git,long
214,re,short
214,si,short
214,du,short
214,us,
214,pris,long
214,ti,short
214,nae,long
214,men,
214,tis,long
214,pu,short
214,dor,
215,con,
215,si,short
215,li,short
215,a,short
215,dic,long
215,tas,
215,sci,long
215,li,short
215,cet,long
215,nu,
215,bam,long
215,ti,short
215,bi,
216,re,
216,gum,long
216,re,short
216,lic,long
216,to,
216,re,long
216,ge,short
216,ge,short
216,ne,short
216,ro,
216,sa,elision
216,ex,long
216,u,short
216,li,
217,et,
217,cur,long
217,a,short
217,tri,long
217,da,
217,vi,short
217,de,short
217,or,short
217,in,long
217,fe,short
217,ri,short
217,or,long
217,ti,short
217,bi,
218,gna,
218,tus,long
218,thy,short
218,es,long
218,tae,long
218,si,long
218,pa,short
218,rum,elision
218,est,long
218,ad,
218,de,elision
218,et,long
218,ne,short
218,pos,
219,auc,long
219,to,long
219,re,short
219,phoe,long
219,bo,
219,gig,long
219,nor,short
219,haud,long
219,ge,short
219,ne,short
219,ris,long
219,pu,short
219,det,
220,phoe,long
220,bum,long
220,ne,short
220,fan,long
220,dae,long
220,stir,long
220,pis,short
220,auc,long
220,to,
220,rem,long
220,vo,short
220,cas,
221,qvem,
221,noc,long
221,te,short
221,su,short
221,bi,short
221,ta,
221,fre,long
221,na,short
221,re,short
221,vo,short
221,can,
221,tem,long
221,su,short
221,a,
222,cae,long
222,lo,elision
222,ex,long
222,pu,short
222,lis,long
222,tis,
222,qvid,long
222,de,short
222,os,long
222,pro,
222,bro,elision
222,ad,long
222,di,short
222,mus,
223,fa,
223,ces,long
223,se,short
223,pro,short
223,pe,short
223,re,elision
223,ac,
223,de,long
223,de,short
223,cus,long
223,nos,
223,trae,long
223,do,short
223,mus,
224,as,
224,por,long
224,ta,elision
224,ab,short
224,o,short
224,cu,short
224,lis,
224,haec,long
224,va,short
224,cat,long
224,re,
224,gi,elision
224,ac,long
224,vi,short
224,ro,
225,si,
225,tu,elision
225,im,long
225,pe,short
225,ras,long
225,re,
225,gi,long
225,na,short
225,non,long
225,tan,
225,tum,long
225,do,short
225,mo,
226,ar,
226,gi,long
226,su,short
226,ce,long
226,do,
226,nil,long
226,mo,short
226,ror,long
226,jus,
226,su,long
226,tu,short
226,o,
227,a,short
227,pe,short
227,ri,long
227,re,short
227,fer,long
227,ro,
227,pec,long
227,tus,short
227,ae,long
227,rum,
227,nis,long
227,gra,short
227,ve,
228,siq,short
228,vi,short
228,dem,elision
228,hoc,long
228,cru,short
228,en,long
228,ta,
228,tyn,long
228,da,short
228,ris,long
228,fi,short
228,e,short
228,ri,long
228,si,short
228,nam,
229,qvae,long
229,jun,long
229,cta,short
229,pec,long
229,cat,
229,de,long
229,bet,short
229,et,long
229,cul,
229,pae,long
229,fi,short
229,dem,
230,se,
230,ce,long
230,de,short
230,me,long
230,cum,
230,po,short
230,ti,short
230,us,short
230,ut,long
230,re,
230,rum,long
230,sta,short
230,tum,
231,du,short
231,bi,short
231,um,elision
231,ac,long
231,mi,short
231,na,long
231,cem,
231,jun,long
231,cta,short
231,con,long
231,si,short
231,li,short
231,a,elision
231,ex,long
231,pli,short
231,cent,
232,sed,
232,ec,long
232,ce,short
232,vas,long
232,to,
232,con,long
232,ci,short
232,tus,long
232,mi,
232,les,long
232,gra,short
232,du,
233,ma,short
233,ni,short
233,fes,long
233,ta,short
233,pro,short
233,pe,short
233,rat,
233,sig,long
233,na,short
233,lae,long
233,ti,short
233,ti,short
233,ae,long
233,fe,short
233,rens,
234,nam,
234,qve,elision
234,has,long
234,ta,short
234,sum,long
234,mo,
234,lau,long
234,re,short
234,am,long
234,fer,
234,ro,long
234,ge,short
234,rit,
235,de,
235,lu,long
235,bra,elision
235,et,short
235,a,long
235,ras,
235,cae,long
235,li,short
235,tum,elision
235,et,long
235,pa,short
235,tri,short
235,os,long
235,la,short
235,res,
236,post,
236,lon,long
236,ga,short
236,fes,long
236,sus,
236,spa,short
236,ti,short
236,a,short
236,vix,long
236,cre,
236,dens,long
236,mi,short
236,hi,
237,sup,
237,plex,long
237,a,short
237,do,long
237,ro,
237,vo,long
237,ta,short
237,su,short
237,pe,short
237,ris,
237,sol,long
237,vi,short
237,te,
238,tel,
238,lu,long
238,ris,short
238,al,long
238,tum,
238,re,short
238,me,short
238,at,short
238,ar,long
238,go,short
238,li,short
238,cae,long
238,de,short
238,cus,
239,tan,
239,dem,elision
239,ad,long
239,pe,short
239,na,long
239,tes,
239,vic,long
239,tor,short
239,a,short
239,ga,short
239,mem,
239,non,long
239,su,short
239,os,
240,fe,
240,lix,long
240,ad,short
240,au,long
240,res,
240,nun,long
240,ti,short
240,us,long
240,ve,
240,nit,long
240,me,short
240,as,
241,u,short
241,bi,short
241,nam,long
241,pe,short
241,ti,long
241,tus,
241,per,long
241,de,short
241,cem,long
241,con,
241,junx,long
241,mi,short
241,hi,
242,an,
242,nos,long
242,mo,short
242,ra,long
242,tur,
242,pe,short
242,la,short
242,gus,short
242,an,long
242,ter,
242,ras,long
242,pre,short
242,mit,
243,in,
243,co,short
243,lu,short
243,mis,short
243,auc,long
243,tus,
243,glo,long
243,ri,short
243,a,long
243,lau,long
243,de,elision
243,in,long
243,cli,short
243,tus,
244,re,short
244,du,short
244,cem,elision
244,ex,long
244,pe,short
244,ti,long
244,to,
244,li,long
244,to,short
244,ri,elision
244,im,long
244,pres,
244,sit,long
244,pe,short
244,dem,
245,sa,
245,cris,long
245,co,short
245,la,long
245,mus,
245,pros,long
245,pe,short
245,rum,long
245,tan,
245,dem,long
245,di,short
245,em,
246,et,
246,si,long
246,pro,short
246,pi,short
246,ti,short
246,os,
246,at,long
246,ta,short
246,men,long
246,len,
246,tos,long
246,de,short
246,os,
247,tu,
247,pan,long
247,de,short
247,vi,long
247,vat,
247,con,long
247,ju,short
247,gis,long
247,fra,
247,ter,long
247,mei,short
248,et,
248,pan,long
248,de,short
248,te,short
248,ne,short
248,at,
248,qvas,long
248,so,short
248,ror,long
248,se,
248,des,long
248,me,short
248,a,
249,me,short
249,li,short
249,o,long
249,ra,short
249,vo,long
249,tis,
249,pos,long
249,co,elision
249,et,short
249,ob,long
249,tes,
249,tor,long
249,de,short
249,os,
250,nam,
250,cer,long
250,ta,short
250,fa,long
250,ri,
250,sors,long
250,ma,short
250,ris,long
250,du,short
250,bi,short
250,i,long
250,ve,short
250,tat,
251,ut,
251,spar,long
251,sa,short
251,tu,short
251,mi,short
251,dum,
251,clas,long
251,sis,short
251,ex,long
251,ce,
251,pit,long
251,ma,short
251,re,
252,qvin,
252,ip,long
252,se,elision
252,a,short
252,tri,long
252,des,
252,aeq,long
252,vo,short
252,re,elision
252,im,long
252,men,
252,so,long
252,va,short
252,gus,
253,gra,short
253,vi,short
253,o,long
253,ra,short
253,pe,short
253,la,short
253,go,
253,dam,long
253,na,short
253,qvam,long
253,bel,
253,lo,long
253,tu,short
253,lit,
254,re,short
254,me,short
254,at,long
254,qve,short
254,vic,long
254,to,
254,si,short
254,mi,short
254,lis,short
254,ex,long
254,i,short
254,gu,short
254,as,long
254,tra,short
254,hens,
255,la,short
255,ce,short
255,ras,long
255,qve,short
255,vic,long
255,tor,
255,clas,long
255,se,short
255,de,long
255,tan,
255,ta,long
255,ra,short
255,tes,
256,qvis,
256,fa,long
256,re,short
256,nos,long
256,tras,
256,hau,long
256,se,short
256,rit,long
256,ca,
256,sus,long
256,ra,short
256,tes,
257,aut,long
257,qvae,long
257,ma,short
257,ris,long
257,for,
257,tu,long
257,na,short
257,dis,long
257,pu,short
257,le,short
257,rit,long
257,du,short
257,ces,
258,a,
258,cer,long
258,ba,short
258,fa,long
258,tu,
258,pos,long
258,cis,short
258,in,long
258,faus,long
258,tum,long
258,ju,short
258,bes,
259,mens,
259,ae,long
259,gra,short
259,tan,long
259,tis,
259,at,long
259,qve,elision
259,in,short
259,hor,long
259,res,
259,cit,long
259,ma,short
259,lis,
260,ex,
260,pro,long
260,me,short
260,cla,long
260,des,
260,sci,long
260,re,short
260,qvi,long
260,re,short
260,fu,short
260,git,long
260,su,short
260,as,
261,gra,
261,vat,long
261,ti,short
261,mo,long
261,rem,
261,du,short
261,bi,short
261,a,short
261,plus,long
261,tor,
261,qvent,long
261,ma,short
261,la,
262,ut,
262,per,long
262,ga,short
262,mum,elision
262,om,long
262,ne,
262,do,long
262,ri,short
262,ca,short
262,ce,short
262,ci,
262,dit,long
262,fa,short
262,ce,
263,di,
263,vi,long
263,sa,short
263,prae,long
263,da,elision
263,est,
263,ma,short
263,ri,short
263,a,short
263,pro,short
263,pe,short
263,ran,
263,tes,long
263,pe,short
263,tunt,
264,ne,
264,glec,long
264,ta,short
264,sum,long
264,mas,
264,scu,long
264,ta,short
264,per,long
264,pup,
264,pes,long
264,ja,short
264,cent,
265,ad,
265,mi,long
265,li,short
265,ta,long
265,res,
265,re,long
265,mus,short
265,ap,long
265,ta,
265,tur,long
265,ma,short
265,nus,
266,om,
266,nis,long
266,qve,short
266,ni,short
266,mi,short
266,um,
266,lon,long
266,ga,short
266,pro,short
266,pe,short
266,ran,
266,ti,long
266,mo,short
266,ra,elision
266,est,
267,sig,
267,num,long
267,re,short
267,cur,long
267,sus,
267,re,long
267,gi,short
267,a,elision
267,ut,long
267,ful,
267,sit,long
267,ra,short
267,te,
268,et,
268,cla,long
268,ra,short
268,lae,long
268,tum,
268,re,long
268,mi,short
268,gem,long
268,mo,short
268,nu,short
268,it,long
268,tu,short
268,ba,
269,au,long
269,ra,long
269,ta,short
269,pri,long
269,mas,
269,pro,long
269,ra,short
269,de,long
269,sig,
269,nat,long
269,vi,short
269,as,
270,a,short
270,pe,short
270,rit,long
270,qve,short
270,cur,long
270,sus,
270,mil,long
270,le,short
270,qvos,long
270,pup,
270,pes,long
270,se,short
270,cent,
271,hinc,
271,au,long
271,ra,short
271,pri,long
271,mo,
271,le,long
271,nis,short
271,im,long
271,pel,
271,lit,long
271,ra,short
271,tes,
272,a,
272,dlap,long
272,sa,short
272,ve,long
272,lis,
272,un,long
272,da,short
272,vix,long
272,ac,
272,tu,long
272,le,short
272,vi,
273,splen,
273,det,long
273,qve,short
273,clas,long
273,se,
273,pe,short
273,la,short
273,gus,short
273,et,long
273,pa,short
273,ri,short
273,ter,long
273,la,short
273,tet,
274,ju,
274,vat,long
274,vi,short
274,de,long
274,re,
274,nu,long
274,da,short
274,tro,long
274,jae,long
274,li,long
274,to,short
274,ra,
275,ju,
275,vat,long
275,re,short
275,lic,long
275,ti,
275,so,long
275,la,short
275,si,long
275,gei,
275,lo,short
275,ca,
276,pro,short
276,pe,short
276,rat,long
276,ju,short
276,ven,long
276,tus,
276,om,long
276,nis,short
276,ad,long
276,duc,
276,tos,long
276,si,short
276,mul,
277,len,
277,ta,long
277,re,short
277,re,long
277,mos,
277,ad,long
277,ju,short
277,vat,long
277,ven,
277,tos,long
277,ma,short
277,nu,
278,et,
278,va,short
278,li,short
278,da,short
278,ni,long
278,su,
278,brac,long
278,chi,short
278,a,elision
278,al,long
278,ter,
278,no,long
278,mo,short
278,vet,
279,di,short
279,ri,short
279,mun,long
279,tq,short
279,ca,long
279,nae,long
279,cae,long
279,ru,short
279,lum,long
279,spu,
279,mae,long
279,ma,short
279,re,
280,ut,
280,au,long
280,ra,short
280,ple,long
280,nos,
280,for,long
280,ti,short
280,or,long
280,ten,
280,dit,long
280,si,short
280,nus,
281,po,short
281,su,short
281,e,long
281,re,short
281,ton,long
281,sas,
281,cre,long
281,di,short
281,ta,elision
281,est,long
281,ven,
281,to,long
281,ra,short
281,tis,
282,fu,
282,sus,long
282,qve,short
282,tran,long
282,stris,
282,mi,long
282,les,short
282,aut,long
282,ter,
282,ras,long
282,pro,short
282,cul,
283,qvan,
283,tum,long
283,re,short
283,ce,long
283,dunt,
283,ve,long
283,la,short
283,fu,short
283,gi,short
283,en,
283,tes,long
283,no,short
283,tat,
284,aut,long
284,bel,long
284,la,short
284,nar,long
284,rat,
284,hec,long
284,to,short
284,ris,long
284,for,
284,tis,long
284,mi,short
284,nas,
285,cur,
285,rus,long
285,qve,elision
285,et,short
285,em,long
285,pto,
285,red,long
285,di,short
285,tum,long
285,cor,
285,pus,long
285,ro,short
285,go,
286,spar,
286,sum,long
286,cru,short
286,o,long
286,re,
286,re,long
286,gis,short
286,her,long
286,ceum,
286,jo,short
286,vem,
287,tunc,
287,qvi,long
287,ja,short
287,cen,long
287,te,
287,re,short
287,ci,short
287,pro,short
287,cus,long
287,lu,
287,dit,long
287,sa,short
287,lo,
288,tu,short
288,mi,short
288,dum,long
288,qve,short
288,pan,long
288,do,
288,tran,long
288,si,short
288,lit,long
288,dor,
288,so,long
288,ma,short
288,re,
289,tyr,
289,rhe,long
289,nus,short
289,om,long
289,ni,
289,pis,long
289,cis,short
289,ex,long
289,ul,
289,tat,long
289,fre,short
289,to,
290,a,short
290,gi,short
290,tat,long
290,qve,short
290,gy,long
290,ros,
290,et,long
290,co,short
290,mes,long
290,la,short
290,te,short
290,ri,elision
290,ad,long
290,na,short
290,tat,
291,an,
291,tej,long
291,re,short
291,na,long
291,ves,
291,lae,long
291,tus,short
291,et,long
291,rur,
291,sus,long
291,seq,short
291,vi,
292,nunc,
292,pri,long
292,ma,short
292,tan,long
292,gens,
292,ros,long
292,tra,short
292,las,long
292,ci,
292,vit,long
292,cho,short
292,rus,
293,mil,
293,le,long
293,si,short
293,mam,long
293,nunc,
293,am,long
293,bit,short
293,et,long
293,lus,
293,trat,long
293,ra,short
293,tem,
294,jam,
294,li,long
294,tus,short
294,om,long
294,ne,
294,te,short
294,gi,short
294,tur,short
294,et,long
294,cam,
294,pi,long
294,la,short
294,tent,
295,et,
295,du,short
295,bi,short
295,a,short
295,pe,short
295,reunt,short
295,mon,long
295,tis,short
295,i,long
295,daei,long
295,ju,short
295,ga,
296,et,
296,vix,long
296,qvod,short
296,u,long
296,num,
296,per,long
296,vi,short
296,cax,long
296,a,short
296,ci,short
296,es,long
296,vi,short
296,det,
297,i,
297,li,short
297,a,short
297,cus,short
297,a,long
297,tra,
297,fu,long
297,mus,short
297,ap,long
297,pa,
297,ret,long
297,no,short
297,ta,
298,jam,
298,las,long
298,sa,short
298,ti,long
298,tan,
298,col,long
298,la,short
298,re,short
298,le,short
298,va,
298,bat,long
298,ju,short
298,go,
299,in,
299,as,long
299,tra,short
299,jam,long
299,lux,
299,pro,long
299,na,short
299,jam,long
299,prae,long
299,ceps,long
299,di,short
299,es,
300,ex,
300,i,short
300,gu,short
300,a,short
300,nu,long
300,bes,
300,sor,long
300,di,short
300,do,long
300,cres,
300,cens,long
300,glo,short
300,bo,
301,ni,short
301,ti,short
301,dum,long
301,ca,short
301,den,long
301,tis,
301,in,long
301,qvi,short
301,nat,long
301,phoe,long
301,bi,long
301,ju,short
301,bar,
302,sus,
302,pec,long
302,ta,short
302,va,short
302,ri,short
302,us,
302,oc,long
302,ci,short
302,dens,long
302,fe,
302,cit,long
302,fre,short
302,ta,
303,nox,
303,pri,long
303,ma,short
303,cae,long
303,lum,
303,spar,long
303,se,short
303,rat,long
303,stel,
303,lis,long
303,ja,short
303,cent,
304,de,
304,ser,long
304,ta,short
304,ven,long
304,to,
304,ve,long
304,la,short
304,tum,long
304,mur,
304,mur,long
304,gra,short
304,ve,
305,ma,
305,jo,long
305,ra,short
305,mi,short
305,ni,short
305,tans,
305,col,long
305,li,short
305,bus,long
305,sum,
305,mis,long
305,ca,short
305,dit,
306,trac,
306,tuq,long
306,ve,short
306,lon,long
306,go,
306,li,long
306,tus,short
306,ac,long
306,pe,
306,trae,long
306,ge,short
306,munt,
307,a,short
307,gi,short
307,ta,long
307,ta,short
307,ven,long
307,tis,
307,un,long
307,da,short
307,ven,long
307,tu,
307,ris,long
307,tu,short
307,met,
308,nec,
308,u,long
308,na,short
308,nox,long
308,est,
308,den,long
308,sa,short
308,te,short
308,ne,short
308,bras,
308,ob,long
308,ru,short
308,it,
309,ca,
309,li,long
309,go,elision
309,et,short
309,om,long
309,ni,
309,lu,long
309,ce,short
309,sub,long
309,duc,
309,ta,long
309,fre,short
309,tum,
310,cae,long
310,lum,long
310,qve,short
310,mis,long
310,cet,
310,un,long
310,diq,short
310,ve,elision
310,in,long
310,cum,
310,bunt,long
310,si,short
310,mul,
311,ra,short
311,pi,short
311,un,long
311,tq,short
311,pe,short
311,la,short
311,gus,
311,in,long
311,fi,short
311,mo,elision
311,e,long
311,ver,
311,sum,long
311,so,short
311,lo,
312,ad,
312,ver,long
312,sus,short
312,eu,short
312,ro,short
312,zep,short
312,hy,short
312,rus,short
312,et,long
312,bo,short
312,re,short
312,ae,long
312,no,short
312,tus,
313,su,short
313,a,short
313,qvis,long
313,qve,short
313,mit,long
313,tunt,
313,te,long
313,la,elision
313,et,short
313,in,long
313,fes,
313,ti,long
313,fre,short
313,tum,
314,e,
314,mo,long
314,li,short
314,un,long
314,tur,
314,tur,long
314,bo,short
314,con,long
314,vol,
314,vit,long
314,ma,short
314,re,
315,li,short
315,by,short
315,cus,long
315,qve,elision
315,ha,short
315,re,long
315,nas,
315,aus,long
315,ter,short
315,ac,long
315,syr,
315,tes,long
315,a,short
315,git,
316,im,
316,bre,elision
316,au,long
316,get,short
316,un,long
316,das,
316,ev,long
316,rus,short
316,o,short
316,ri,short
316,en,
316,tem,long
316,mo,short
316,vet,
317,na,short
317,ba,short
317,tae,long
317,a,short
317,qva,short
317,ti,short
317,ens,
317,reg,long
317,na,elision
317,et,short
317,e,long
317,o,
317,os,long
317,si,short
317,nus,
318,qvid,
318,ra,short
318,bi,short
318,dus,short
318,o,long
318,ra,
318,co,long
318,rus,short
318,o,long
318,ce,short
318,a,short
318,no,elision
318,ex,long
318,e,short
318,rens,
319,mun,
319,dum,long
319,re,short
319,vel,long
319,li,
319,se,long
319,di,short
319,bus,long
319,to,
319,tum,long
319,su,short
319,is,
320,ip,
320,sos,long
320,qve,short
320,rup,long
320,to,
320,cre,long
320,de,short
320,res,long
320,cae,long
320,lo,long
320,de,short
320,os,
321,de,
321,ci,short
321,de,short
321,re,elision
321,et,short
321,a,long
321,trum,
321,re,long
321,bus,short
321,in,long
321,du,
321,ci,long
321,cha,short
321,os,
322,ven,
322,to,long
322,re,short
322,sis,long
322,tit,
322,aes,long
322,tus,short
322,et,long
322,ven,
322,tus,long
322,re,short
322,tro,
323,aes,long
323,tum,long
323,re,short
323,vol,long
323,vit,
323,non,long
323,ca,short
323,pit,long
323,se,
323,se,long
323,ma,short
323,re,
324,in,
324,as,long
324,tra,short
324,pon,long
324,tus,
324,tol,long
324,li,short
324,tur,long
324,cae,long
324,lum,long
324,pe,short
324,rit,
325,un,
325,das,long
325,qve,short
325,mis,long
325,cent,
325,im,long
325,ber,short
325,et,long
325,fluc,
325,tus,long
325,su,short
325,as,
326,nec,
326,hoc,long
326,le,short
326,va,long
326,men,
326,de,long
326,niq,short
326,ve,elision
326,ae,long
326,rum,
326,nis,long
326,da,short
326,tur,
327,pre,
327,munt,long
327,te,short
327,ne,long
327,brae,long
327,lu,long
327,mi,short
327,na,elision
327,et,long
327,di,
327,rae,long
327,sty,short
327,gis,
328,in,
328,fer,long
328,na,short
328,nox,long
328,est,
328,ex,long
328,ci,short
328,dunt,long
328,ig,
328,nes,long
328,ta,short
328,men,
329,et,
329,nu,long
329,be,short
329,di,long
329,rum,
329,ful,long
329,men,short
329,e,long
329,li,
329,sa,long
329,mi,short
329,cat,
